URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
blackassign0001,https://insights.blackcoffer.com/rising-it-cities-and-its-impact-on-the-economy-environment-infrastructure-and-city-life-by-the-year-2040-2/,0.04950495049504951,0.006600660066006601,0.7646922528380818,0.0001851670309435283,4.202376237623763,10.1,123,303,697,6,6.762376237623762
blackassign0002,https://insights.blackcoffer.com/rising-it-cities-and-their-impact-on-the-economy-environment-infrastructure-and-city-life-in-future/,0.07158590308370044,0.03524229074889868,0.34020300098634126,0.00011765219572130718,4.508831550241243,10.80952380952381,420,908,2215,8,7.122246696035242
blackassign0003,https://insights.blackcoffer.com/internet-demands-evolution-communication-impact-and-2035s-alternative-pathways/,0.06451612903225806,0.03741935483870968,0.2658201770805413,0.0001315296564379846,5.306999471179271,12.704918032786885,436,775,2050,15,7.776774193548387
blackassign0004,https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-in-upcoming-future/,0.05976095617529881,0.10889774236387782,-0.29133685530195236,0.0002239823350799393,5.5937108708025045,13.446428571428571,405,753,1950,7,7.705179282868526
blackassign0005,https://insights.blackcoffer.com/ott-platform-and-its-impact-on-the-entertainment-industry-in-future/,0.05859375,0.01953125,0.49999360008191895,0.00015258789032697678,4.835014204545455,11.636363636363637,231,512,1186,8,7.1796875
blackassign0006,https://insights.blackcoffer.com/the-rise-of-the-ott-platform-and-its-impact-on-the-entertainment-industry-by-2040/,0.08068459657701711,0.02444987775061125,0.5348786333636966,8.568416808634408e-05,5.426981567219824,13.053191489361701,631,1227,3058,8,7.5933170334148326
blackassign0007,https://insights.blackcoffer.com/rise-of-cyber-crime-and-its-effects/,0.050793650793650794,0.08095238095238096,-0.22891392511117087,0.00020912068497922393,4.177777777777778,10.0,280,630,1476,3,6.93968253968254
blackassign0008,https://insights.blackcoffer.com/rise-of-internet-demand-and-its-impact-on-communications-and-alternatives-by-the-year-2035-2/,0.05845181674565561,0.018957345971563982,0.5101974907140485,0.00012228935639009515,5.092295540162839,12.173076923076923,353,633,1673,5,7.654028436018957
blackassign0009,https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-by-the-year-2040-2/,0.0667574931880109,0.07901907356948229,-0.08411157254304444,0.00019860567651074591,5.037637914861303,12.032786885245901,412,734,1956,5,7.73841961852861
blackassign0010,https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-by-the-year-2040/,0.08158508158508158,0.0944055944055944,-0.07284726819234363,0.00020511733774540634,4.221466905187835,9.976744186046512,495,858,2206,10,7.6223776223776225
blackassign0011,https://insights.blackcoffer.com/rise-of-internet-demand-and-its-impact-on-communications-and-alternatives-by-the-year-2035/,0.07725321888412018,0.02575107296137339,0.4999951458804588,0.00011051962632507933,5.4704467146225,13.126760563380282,512,932,2388,5,7.522532188841201
blackassign0012,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/,0.13026052104208416,0.027054108216432865,0.6560467851293531,0.00015762988887864441,4.699822116142397,11.213483146067416,535,998,2476,4,7.481963927855712
blackassign0013,https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/,0.1111111111111111,0.03546099290780142,0.516125510950143,0.00034650615525391574,6.066161245618326,14.586206896551724,245,423,1080,5,7.678486997635934
blackassign0014,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/,0.053237410071942444,0.04316546762589928,0.10447652819123737,0.00013870917634407562,3.7494263051097585,8.91025641025641,322,695,1614,5,6.99568345323741
blackassign0015,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,0.06965174129353234,0.03980099502487562,0.27272478101450076,0.00013613524400780188,5.289836531627577,12.761904761904763,372,804,1876,9,7.0497512437810945
blackassign0016,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,0.06965174129353234,0.03980099502487562,0.27272478101450076,0.00013613524400780188,5.289836531627577,12.761904761904763,372,804,1876,9,7.0497512437810945
blackassign0017,https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,0.07192254495159059,0.017980636237897647,0.5999933262280791,0.0001243474150278573,4.389367971615852,10.478260869565217,358,723,1739,7,7.153526970954357
blackassign0018,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,0.06843575418994413,0.018156424581005588,0.5806384558526712,0.00012093879699722195,5.504821022139459,13.25925925925926,360,716,1709,3,7.216480446927374
blackassign0019,https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/,0.06960081883316274,0.007164790174002047,0.8133227384491271,7.857278293612284e-05,4.112298874104401,9.77,499,977,2338,7,7.209825997952917
blackassign0020,https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,0.043859649122807015,0.0029239766081871343,0.8749812972747707,0.0001367942268836255,4.8985279290179475,11.793103448275861,155,342,826,3,7.277777777777778
blackassign0021,https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,0.054814814814814816,0.07407407407407407,-0.1494241280311905,0.00019094650177472946,5.112350168350169,12.272727272727273,343,675,1631,8,7.268148148148148
blackassign0022,https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/,0.06289308176100629,0.03459119496855346,0.29031960252794825,0.0003065543283742309,4.159905660377358,9.9375,147,318,773,8,7.172955974842767
blackassign0023,https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/,0.0475609756097561,0.023170731707317073,0.3448227111271875,8.62581795497744e-05,4.97377331420373,12.058823529411764,308,820,1854,9,6.696341463414634
blackassign0024,https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/,0.07657657657657657,0.009009009009009009,0.7894644599415732,0.00019276032746131814,6.521235521235522,15.857142857142858,198,444,1024,3,6.846846846846847
blackassign0025,https://insights.blackcoffer.com/rise-of-electric-vehicles-and-its-impact-on-livelihood-by-2040/,0.045454545454545456,0.018808777429467086,0.4146276943300248,0.00010072621125906948,5.94294670846395,14.5,228,638,1353,8,6.4498432601880875
blackassign0026,https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/,0.050473186119873815,0.028391167192429023,0.27999644964501846,0.00012439172427115318,4.95651449318493,11.962264150943396,272,634,1424,4,6.700315457413249
blackassign0027,https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/,0.05103448275862069,0.04275862068965517,0.08823435338373237,0.00012936979768124975,5.069736995908826,12.288135593220339,280,725,1532,29,6.3903448275862065
blackassign0028,https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/,0.06056338028169014,0.04366197183098591,0.16216060629688558,0.00014679627037447857,5.865915492957747,14.2,330,710,1630,12,7.001408450704226
blackassign0029,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,0.07445008460236886,0.032148900169204735,0.3968216742601669,9.018526622790889e-05,6.027899981199474,14.592592592592593,564,1182,2812,3,7.114213197969543
blackassign0030,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,0.1118421052631579,0.05131578947368421,0.37096546827616217,0.00021468144016073773,4.266529160739687,10.27027027027027,301,760,1677,9,6.6421052631578945
blackassign0031,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,0.0751730959446093,0.04253214638971316,0.27730856841207846,0.00011642457192670414,4.747578879516332,11.359550561797754,515,1011,2473,5,7.278931750741839
blackassign0032,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,0.08960573476702509,0.038231780167264036,0.40186601530976807,0.00015273299257055693,4.003592468998476,9.620689655172415,325,837,1837,20,6.634408602150538
blackassign0033,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,0.07510288065843622,0.02880658436213992,0.44554026668179,0.00010690274168073393,4.74407649479545,11.435294117647059,413,972,2166,18,6.746913580246914
blackassign0034,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,0.08,0.04,0.3333305555787035,0.00017142857118367346,4.915476997578693,11.864406779661017,297,700,1590,23,6.88
blackassign0035,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,0.07630522088353414,0.024096385542168676,0.5199948208515843,0.00020160965105239591,4.167132530120482,9.96,228,498,1133,9,6.753012048192771
blackassign0036,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,0.053691275167785234,0.006711409395973154,0.7777649014477428,0.0004053871420024916,10.12662192393736,24.833333333333332,72,149,376,2,7.315436241610739
blackassign0037,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,0.09745762711864407,0.03177966101694915,0.5081927890656323,0.0002738078132664945,4.878474576271187,11.8,187,472,1012,4,6.6673728813559325
blackassign0038,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,0.07112253641816624,0.03941730934018852,0.28681911071393634,9.47213758900029e-05,5.355304198800344,12.966666666666667,492,1167,2599,13,6.634104541559554
blackassign0039,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,0.0510677808727948,0.06778087279480037,-0.1406238167824166,0.00011035158176160035,4.3183522605528175,10.35576923076923,474,1077,2401,3,6.757660167130919
blackassign0040,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,0.06040268456375839,0.03355704697986577,0.28571124493032185,0.0001261204448557097,5.256485041519736,12.627118644067796,383,745,1821,12,7.330201342281879
blackassign0041,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,0.06080206985769728,0.04139715394566624,0.18987155986435722,0.000132211156107571,4.181173031367081,10.03896103896104,320,773,1702,8,6.55627425614489
blackassign0042,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,0.09268292682926829,0.032926829268292684,0.4757243680195944,0.0001531826292004614,4.281463414634146,10.25,372,820,1912,34,6.8792682926829265
blackassign0043,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,0.08839779005524862,0.02541436464088398,0.5533931959141524,0.00012575928681809206,4.429431264218395,10.647058823529411,386,905,2034,13,6.697237569060773
blackassign0044,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,0.08413461538461539,0.002403846153846154,0.9444335309903085,0.00020802514742893367,6.604807692307692,16.0,213,416,1012,2,7.233173076923077
blackassign0045,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,0.10502793296089385,0.0446927374301676,0.4029823830654265,0.0001672856650544981,30.00271880819367,74.58333333333333,379,895,1972,18,6.72513966480447
blackassign0046,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,0.06299212598425197,0.001968503937007874,0.9393794786431774,0.00012787525549878855,4.342214366061386,10.36734693877551,248,508,1166,2,6.948818897637795
blackassign0047,https://insights.blackcoffer.com/evolution-of-advertising-industry/,0.04921259842519685,0.013779527559055118,0.5624910704542566,0.000124000247756401,4.725004374453194,11.28888888888889,266,508,1265,3,7.405511811023622
blackassign0048,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,0.03587443946188341,0.017937219730941704,0.33332713900400013,0.00024130788767496515,8.304606604158174,20.272727272727273,109,223,557,4,7.143497757847534
blackassign0049,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,0.053691275167785234,0.006711409395973154,0.7777649014477428,0.0004053871420024916,10.12662192393736,24.833333333333332,72,149,376,2,7.315436241610739
blackassign0050,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,0.039440203562340966,0.0916030534351145,-0.3980552148407877,0.00016672170080246027,5.498279208176996,13.322033898305085,333,786,1757,4,6.7735368956743
blackassign0051,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,0.04970178926441352,0.033797216699801194,0.19047390932437167,0.00016600199959883246,5.755091672189088,13.972222222222221,209,503,1155,7,6.673956262425447
blackassign0052,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,0.0683491062039958,0.046267087276550996,0.19265886955426662,0.00012052175957941645,4.168248381205379,10.010526315789473,390,951,2175,12,6.864353312302839
blackassign0053,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,0.10457516339869281,0.010893246187363835,0.8113137284339369,0.0002515651619487832,4.008877995642702,9.5625,211,459,1100,6,7.1002178649237475
blackassign0054,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,0.03550295857988166,0.008875739644970414,0.5999864803046437,0.00013129792335371052,6.594308255846717,16.095238095238095,132,338,744,2,6.724852071005917
blackassign0055,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,0.06191369606003752,0.016885553470919325,0.5714213198199174,0.00014784099321410105,5.6317698561601,13.666666666666666,220,533,1145,6,6.512195121951219
blackassign0056,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,0.05707196029776675,0.022332506203473945,0.43749449030376264,0.00019703341514691632,6.633607940446651,16.12,187,403,958,3,6.915632754342432
blackassign0057,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,0.11486486486486487,0.030405405405405407,0.5813913467014272,0.0004907779384442309,3.8810810810810814,9.25,134,296,746,2,7.41554054054054
blackassign0058,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,0.05726872246696035,0.004405286343612335,0.8571289594090153,0.0002716916675721631,6.690119572057899,16.214285714285715,116,227,570,3,7.378854625550661
blackassign0059,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,0.06570841889117043,0.07802874743326489,-0.08571368939190381,0.00029514818486506603,3.45282427870393,8.254237288135593,184,487,1058,21,6.6242299794661195
blackassign0060,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,0.07692307692307693,0.01809954751131222,0.6190411043769491,0.00042996662445440057,6.4880413703943125,15.785714285714286,96,221,521,3,6.97737556561086
blackassign0061,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,0.10337972166998012,0.02584493041749503,0.5999953569590069,0.0002569078565220026,4.7707392011566965,11.431818181818182,249,503,1216,2,7.326043737574553
blackassign0062,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,0.04390243902439024,0.03902439024390244,0.05882282007775786,0.00040452111640864176,7.005040650406504,17.083333333333332,88,205,487,6,6.995121951219512
blackassign0063,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,0.05944055944055944,0.09090909090909091,-0.20930093348681447,0.0005256980763075255,4.938694638694638,11.916666666666666,123,286,671,8,6.986013986013986
blackassign0064,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,0.036072144288577156,0.05511022044088176,-0.20878891899625096,9.136509482774933e-05,5.309531884281384,12.794871794871796,478,998,2398,17,7.340681362725451
blackassign0065,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,0.0576271186440678,0.02711864406779661,0.35999575205012585,9.575792386000732e-05,4.868248587570623,11.8,328,885,1916,21,6.63954802259887
blackassign0066,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,0.05687203791469194,0.04383886255924171,0.12941047973594236,0.00011932571132062552,4.773946633772642,11.561643835616438,315,844,1809,20,6.542654028436019
blackassign0067,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,0.06794055201698514,0.016985138004246284,0.5999929350831894,0.0001803093202567348,2.825071020603451,6.633802816901408,202,471,1109,3,6.883227176220807
blackassign0068,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,0.08144796380090498,0.013574660633484163,0.7142781973580185,0.00014332220858381136,4.43005887218411,10.693548387096774,253,663,1466,6,6.850678733031674
blackassign0069,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,0.12974683544303797,0.022151898734177215,0.708328670169588,0.00048069219524216137,6.2127185051235685,15.047619047619047,153,316,755,10,7.155063291139241
blackassign0070,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,0.05197505197505198,0.018711018711018712,0.47058157794885314,7.347824388003373e-05,5.524486024486024,13.36111111111111,433,962,2187,10,6.836798336798337
blackassign0071,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,0.06445672191528545,0.13996316758747698,-0.3693675624631854,0.0003764638842104946,3.097934398486885,7.337837837837838,221,543,1196,15,6.821362799263352
blackassign0072,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,0.11700468018720749,0.0374414976599064,0.5151481796971394,0.00024094567489261814,3.3466536661466457,8.0125,227,641,1346,7,6.507020280811233
blackassign0073,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,0.042483660130718956,0.04411764705882353,-0.018867706659689152,0.00014150540367326319,5.455072463768117,13.304347826086957,204,612,1243,7,6.312091503267974
blackassign0074,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,0.05014749262536873,0.03982300884955752,0.114752822911247,0.00013269985448705957,3.954277286135693,9.416666666666666,318,678,1643,11,7.0811209439528024
blackassign0075,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,0.059245960502693,0.14542190305206462,-0.42105057434061477,0.00036744679207775734,3.3480276994101055,7.957142857142857,230,557,1229,17,6.825852782764811
blackassign0076,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,0.06290672451193059,0.028199566160520606,0.38094819959238074,0.00019762752814495374,5.024432012786848,12.131578947368421,198,461,1020,7,6.633405639913232
blackassign0077,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,0.05693950177935943,0.03202846975088968,0.2799968528353741,0.00031661199720155555,7.672692763938317,18.733333333333334,126,281,664,2,6.98932384341637
blackassign0078,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,0.059813084112149535,0.03925233644859813,0.20754507478084896,0.00018516901004781057,7.811081441922564,19.107142857142858,225,535,1234,2,6.8728971962616825
blackassign0079,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,0.03773584905660377,0.04582210242587601,-0.09677303539367321,0.00011261179429901347,4.944509173115382,11.96774193548387,292,742,1602,8,6.559299191374663
blackassign0080,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,0.02337891486546096,0.0061755624172915745,0.5820698574273613,1.3036822792111035e-05,3.7159248289817324,8.996031746031745,666,2267,4416,4,5.914865460961623
blackassign0081,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,0.04867724867724868,0.0582010582010582,-0.08910807715709981,0.00011309873731768058,4.517102718482029,10.862068965517242,407,945,2114,14,6.867724867724868
blackassign0082,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,0.03958333333333333,0.07604166666666666,-0.3153125882875247,0.00012044270820787217,5.999848484848485,14.545454545454545,436,960,2234,2,6.929166666666666
blackassign0083,https://insights.blackcoffer.com/human-rights-outlook/,0.05339805825242718,0.009708737864077669,0.6922967220673272,0.000306343668981365,7.661782877316859,18.727272727272727,88,206,487,4,6.936893203883495
blackassign0084,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,0.07307692307692308,0.009615384615384616,0.7674325798850803,0.00015902366833323852,5.227016885553471,12.682926829268293,200,520,1113,4,6.630769230769231
blackassign0085,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,0.05336426914153132,0.04060324825986079,0.13580102394465876,0.00010901104094243745,3.016484728614355,7.065573770491803,410,862,2007,8,6.958236658932715
blackassign0086,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,0.06533192834562697,0.01685985247629083,0.5897364146172118,8.660883112255951e-05,4.378367872614448,10.544444444444444,381,949,2074,7,6.747102212855638
blackassign0087,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,0.061746987951807226,0.05271084337349398,0.07894667867638624,0.00017237625173633278,5.369288920387433,13.019607843137255,268,664,1465,5,6.661144578313253
blackassign0088,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,0.02254283137962128,0.04147880973850315,-0.2957700280428014,5.772916236284514e-05,5.851651984925204,14.217948717948717,456,1109,2502,3,6.595130748422002
blackassign0089,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,0.040453074433656956,0.0744336569579288,-0.29577207342054407,0.00018590085955612443,4.8317884838493015,11.660377358490566,259,618,1420,7,6.82200647249191
blackassign0090,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,0.06901840490797546,0.08588957055214724,-0.10891018802532086,0.00023758891905296592,3.607039070067808,8.578947368421053,286,652,1472,39,6.883435582822086
blackassign0091,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,0.053208137715179966,0.04538341158059468,0.07936427438458198,0.0001542903742433244,6.413802053513493,15.585365853658537,287,639,1487,14,6.879499217527386
blackassign0092,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,0.03896103896103896,0.05194805194805195,-0.142855571445857,0.0001073306857163639,5.286816214088942,12.833333333333334,325,847,1895,6,6.617473435655254
blackassign0093,https://insights.blackcoffer.com/travel-and-tourism-outlook/,0.05309734513274336,0.017699115044247787,0.4999929375997564,0.00031325867196341803,7.116678012253233,17.384615384615383,92,226,522,4,6.79646017699115
blackassign0094,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,0.05603448275862069,0.06896551724137931,-0.10344744828248269,0.00017959770089138262,4.442847038019452,10.707692307692307,278,696,1505,15,6.639367816091954
blackassign0095,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,0.03497942386831276,0.05761316872427984,-0.24444180447295616,0.0001905197374528248,5.277929391379684,12.789473684210526,197,486,1063,6,6.477366255144033
blackassign0096,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,0.04897959183673469,0.08843537414965986,-0.2871266233854635,0.000186959137142089,5.430136054421769,13.125,331,735,1725,6,6.940136054421768
blackassign0097,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,0.051418439716312055,0.06560283687943262,-0.12121108540830045,0.00020748453260329813,5.402539996701304,13.116279069767442,220,564,1194,9,6.656028368794326
blackassign0098,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,0.0391304347826087,0.004347826086956522,0.7999816004231901,0.00018903591600230135,10.394396135265701,25.555555555555557,99,230,545,2,6.98695652173913
blackassign0099,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,0.05289672544080604,0.010075566750629723,0.6799892017714758,0.00015862038295419494,4.832804859979256,11.676470588235293,161,397,869,6,6.581863979848866
blackassign0100,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,0.05930807248764415,0.09884678747940692,-0.24999841928082808,0.0002605516634373961,6.73613250812592,16.405405405405407,264,607,1391,5,6.85831960461285
